team_id,fifa_version,fifa_update,league_id,league_level,nationality_id,overall,attack,midfield,defence,coach_id,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_team_width,def_team_depth,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,chance_creation_passing,chance_creation_crossing,chance_creation_shooting
2,16,58,13,1.0,14,76,75,76,76,50.0,88,15,15.0,29000000.0,,27.27,24.88,169721.0,210930.0,210930.0,210930.0,210930.0,210930.0,210930.0,210930.0,,,63.0,57.0,54.0,60.0,48.0,38.0
2,17,91,14,2.0,14,74,75,75,74,50.0,109,2,10.0,22000000.0,300000000.0,26.82,25.0,186130.0,197756.0,193849.0,206517.0,197756.0,197756.0,197756.0,197756.0,,,62.0,65.0,52.0,68.0,64.0,67.0
2,18,84,14,2.0,14,74,75,73,74,50.0,109,3,10.0,14000000.0,280000000.0,28.64,26.8,186130.0,193849.0,193849.0,193849.0,193849.0,193849.0,193849.0,193849.0,,,50.0,47.0,52.0,37.0,77.0,49.0
2,19,68,14,2.0,14,73,75,74,72,50.0,109,2,8.0,5000000.0,50000000.0,28.82,26.3,206517.0,206517.0,206517.0,206517.0,206517.0,231352.0,206517.0,210881.0,5.0,5.0,52.0,54.0,51.0,57.0,74.0,48.0
2,20,61,13,1.0,14,76,77,75,75,50.0,109,2,2.0,37500000.0,401600000.0,26.27,24.97,206517.0,206517.0,206517.0,206517.0,206517.0,232381.0,206517.0,218659.0,5.0,5.0,,,,,,
2,21,64,13,1.0,14,77,77,78,77,50.0,109,2,2.0,37500000.0,401600000.0,25.36,25.12,206517.0,206517.0,206517.0,206517.0,206517.0,226078.0,206517.0,206517.0,5.0,6.0,,,,,,
2,22,64,13,1.0,14,79,80,78,79,50.0,109,3,4.0,37500000.0,420500000.0,25.64,24.23,212419.0,236499.0,236499.0,236499.0,229906.0,221697.0,236499.0,236499.0,50.0,60.0,,,,,,
2,23,9,13,1.0,14,79,79,78,80,455907.0,109,3,5.0,,715400000.0,26.09,25.45,210881.0,200458.0,236499.0,236499.0,200458.0,221697.0,236499.0,236499.0,51.0,61.0,,,,,,
3,15,59,14,2.0,14,68,72,68,67,23174.0,1796,13,12.0,6000000.0,,26.18,25.43,198904.0,195202.0,195202.0,195202.0,195202.0,193172.0,195202.0,195202.0,,,60.0,60.0,65.0,63.0,70.0,50.0
3,16,58,14,2.0,14,68,70,68,68,23174.0,1796,12,11.0,6300000.0,,25.73,24.73,198904.0,212118.0,200292.0,212118.0,212118.0,208675.0,220045.0,220045.0,,,60.0,60.0,65.0,59.0,48.0,42.0
3,17,91,14,2.0,14,69,69,69,70,23174.0,1796,1,7.0,3000000.0,17000000.0,27.0,24.67,200292.0,193172.0,193172.0,193172.0,193172.0,193172.0,186595.0,186595.0,,,41.0,50.0,68.0,52.0,70.0,48.0
3,18,84,60,3.0,14,68,68,68,68,23174.0,1796,1,10.0,3000000.0,7700000.0,27.18,24.61,186595.0,211098.0,200806.0,211098.0,211098.0,211098.0,211098.0,211098.0,,,52.0,49.0,50.0,33.0,79.0,32.0
3,19,68,14,2.0,14,69,70,69,69,23174.0,1796,1,10.0,4800000.0,15000000.0,26.82,24.3,186595.0,211098.0,213693.0,211098.0,211098.0,178417.0,213693.0,213693.0,5.0,5.0,73.0,38.0,71.0,75.0,68.0,62.0
3,20,61,14,2.0,14,70,73,71,71,23174.0,1796,1,4.0,5500000.0,18000000.0,26.27,24.57,211009.0,211098.0,54013.0,211098.0,188154.0,221841.0,54013.0,54013.0,5.0,6.0,,,,,,
3,21,64,14,2.0,14,71,73,71,70,23174.0,1796,1,5.0,7500000.0,35000000.0,25.45,24.47,211009.0,211098.0,211098.0,211098.0,211098.0,221841.0,213693.0,211098.0,5.0,7.0,,,,,,
3,22,64,14,2.0,14,71,72,72,71,23174.0,1796,1,5.0,9200000.0,35000000.0,24.18,23.0,211009.0,235770.0,235770.0,235770.0,235770.0,233795.0,213693.0,235770.0,50.0,70.0,,,,,,
3,23,9,14,2.0,14,70,71,71,70,23174.0,1796,1,7.0,,36000000.0,25.45,22.73,234319.0,233795.0,233795.0,233795.0,233795.0,233795.0,265459.0,265459.0,51.0,61.0,,,,,,
4,15,59,14,2.0,14,68,70,69,68,491.0,3,12,13.0,6000000.0,,28.36,26.5,198261.0,183540.0,183540.0,183540.0,183540.0,193798.0,188181.0,226949.0,,,57.0,37.0,73.0,72.0,60.0,56.0
4,16,58,14,2.0,14,69,69,70,70,491.0,3,9,11.0,6000000.0,,27.73,25.87,170074.0,212803.0,212803.0,212803.0,212803.0,212803.0,212803.0,212803.0,,,59.0,34.0,67.0,67.0,57.0,44.0
4,17,91,60,3.0,14,68,67,69,68,491.0,3,1,10.0,2000000.0,7000000.0,27.73,25.75,183527.0,183527.0,183527.0,203060.0,203060.0,184707.0,183527.0,183527.0,,,57.0,34.0,63.0,50.0,61.0,45.0
4,18,84,14,2.0,14,68,69,69,69,491.0,3,1,10.0,2500000.0,8000000.0,28.45,26.3,165736.0,221841.0,203537.0,221841.0,221841.0,222878.0,203537.0,203537.0,,,70.0,33.0,73.0,69.0,73.0,76.0
4,19,68,14,2.0,14,69,68,69,70,491.0,1917,1,1.0,2300000.0,8000000.0,29.09,27.47,165736.0,222970.0,222970.0,222970.0,222970.0,224965.0,224265.0,222970.0,5.0,8.0,72.0,39.0,73.0,79.0,79.0,79.0
4,20,61,60,3.0,14,66,67,65,66,491.0,1917,1,3.0,500000.0,5000000.0,26.91,24.29,240322.0,240513.0,252587.0,252587.0,247674.0,252401.0,252587.0,252587.0,5.0,4.0,,,,,,
4,21,64,61,4.0,14,64,66,64,64,491.0,1917,1,8.0,500000.0,5000000.0,28.36,25.39,200210.0,242946.0,206571.0,242946.0,242946.0,187761.0,242946.0,211204.0,5.0,4.0,,,,,,
4,22,64,60,3.0,14,65,66,66,65,491.0,1917,1,8.0,500000.0,5000000.0,28.36,26.46,212090.0,242946.0,242946.0,242946.0,242946.0,220039.0,242946.0,242946.0,50.0,50.0,,,,,,
4,23,9,60,3.0,14,65,66,65,65,491.0,1917,1,8.0,,5000000.0,25.09,25.78,212090.0,248718.0,235807.0,235807.0,248718.0,235807.0,235807.0,235807.0,51.0,51.0,,,,,,
5,15,59,13,1.0,14,83,85,83,81,452683.0,1,20,20.0,55000000.0,,28.09,25.07,13732.0,193130.0,193130.0,193130.0,193130.0,183277.0,188152.0,193130.0,,,67.0,52.0,39.0,41.0,61.0,63.0
5,16,58,13,1.0,14,83,85,84,82,452683.0,1,20,20.0,85000000.0,,27.82,23.97,178372.0,180403.0,180403.0,180403.0,180403.0,188152.0,188152.0,188152.0,,,67.0,41.0,41.0,41.0,34.0,44.0
5,17,91,13,1.0,14,84,86,84,83,452683.0,1,10,10.0,99200000.0,2000000000.0,27.91,24.67,164468.0,180403.0,192638.0,180403.0,180403.0,189505.0,189505.0,189505.0,,,67.0,41.0,41.0,41.0,34.0,44.0
5,18,84,13,1.0,14,84,85,86,83,452683.0,1,10,10.0,93400000.0,-2147483648.0,26.55,24.82,184432.0,192638.0,192638.0,183277.0,192638.0,183277.0,189505.0,189505.0,,,36.0,50.0,38.0,31.0,41.0,41.0
5,19,68,13,1.0,14,84,85,85,83,452683.0,1,9,9.0,95000000.0,-2147483648.0,28.09,26.06,184432.0,192638.0,192638.0,205498.0,192638.0,183277.0,189505.0,183277.0,6.0,7.0,40.0,54.0,37.0,35.0,35.0,35.0
5,20,61,13,1.0,14,81,80,85,81,452683.0,1,7,8.0,91000000.0,2000000000.0,26.64,24.76,184432.0,233064.0,233064.0,233064.0,233064.0,231352.0,233064.0,233064.0,6.0,7.0,,,,,,
5,21,64,13,1.0,14,82,85,84,82,452683.0,1,7,8.0,85000000.0,-2147483648.0,27.45,25.64,184432.0,233064.0,235790.0,233064.0,233064.0,235790.0,233064.0,233064.0,6.0,7.0,,,,,,
5,22,64,13,1.0,14,84,84,86,83,452683.0,1,8,8.0,85000000.0,-2147483648.0,28.18,25.7,205498.0,233064.0,233064.0,233064.0,233064.0,235790.0,233064.0,233064.0,60.0,70.0,,,,,,
5,23,9,13,1.0,14,84,84,86,84,452683.0,1,8,9.0,,-2147483648.0,28.64,25.88,205498.0,233064.0,233064.0,233064.0,233064.0,205498.0,238074.0,239231.0,61.0,71.0,,,,,,
7,15,59,13,1.0,14,79,80,78,79,95.0,9,16,14.0,14000000.0,,29.27,25.45,53914.0,199189.0,192505.0,199189.0,199189.0,192505.0,199189.0,199189.0,,,61.0,45.0,42.0,39.0,59.0,63.0
7,16,58,13,1.0,14,79,82,79,80,95.0,9,16,15.0,25000000.0,,27.55,25.55,163631.0,199189.0,202477.0,199189.0,199189.0,202477.0,202477.0,199189.0,,,43.0,45.0,47.0,39.0,47.0,63.0
7,17,91,13,1.0,14,80,85,80,82,95.0,9,6,8.0,51400000.0,900000000.0,28.73,25.21,163631.0,199189.0,199189.0,199189.0,199189.0,192505.0,202477.0,199189.0,,,52.0,41.0,59.0,42.0,54.0,50.0
7,18,84,13,1.0,14,80,80,82,79,95.0,9,6,8.0,64400000.0,1400000000.0,28.0,25.3,163824.0,184484.0,184484.0,184484.0,184484.0,184484.0,184484.0,184484.0,,,36.0,25.0,40.0,31.0,41.0,41.0
7,19,68,13,1.0,14,79,80,80,79,95.0,9,6,7.0,75000000.0,1400000000.0,27.91,24.88,184484.0,184484.0,184484.0,184484.0,200458.0,184484.0,200458.0,200458.0,6.0,7.0,38.0,32.0,36.0,33.0,73.0,53.0
7,20,61,13,1.0,14,79,80,79,80,95.0,9,5,6.0,51000000.0,551300000.0,25.55,25.42,184484.0,184484.0,184484.0,184484.0,200458.0,184484.0,200458.0,184484.0,6.0,6.0,,,,,,
7,21,64,13,1.0,14,79,81,80,80,95.0,9,5,6.0,51000000.0,533300000.0,26.82,25.09,184484.0,200458.0,200458.0,200458.0,200458.0,231943.0,200458.0,200458.0,6.0,6.0,,,,,,
7,22,64,13,1.0,14,79,81,79,80,95.0,9,5,6.0,49000000.0,572500000.0,27.27,25.7,180216.0,242964.0,242964.0,242964.0,242964.0,231943.0,242964.0,242964.0,60.0,50.0,,,,,,
7,23,9,13,1.0,14,78,80,77,77,95.0,9,4,4.0,,896600000.0,26.18,26.48,204935.0,242964.0,242964.0,242964.0,242964.0,221479.0,242964.0,242964.0,51.0,51.0,,,,,,
8,15,59,14,2.0,14,68,69,67,69,524552.0,1939,12,11.0,3500000.0,,26.45,24.5,189456.0,213798.0,213798.0,213798.0,213798.0,213798.0,213798.0,213798.0,,,61.0,38.0,68.0,64.0,58.0,62.0
8,16,58,14,2.0,14,69,71,69,70,524552.0,1939,11,11.0,7500000.0,,24.91,23.07,189456.0,224294.0,224294.0,224294.0,224294.0,210404.0,224294.0,224294.0,,,61.0,33.0,62.0,43.0,45.0,61.0
8,17,91,14,2.0,14,72,74,72,72,524552.0,1939,2,7.0,4500000.0,28000000.0,26.55,24.03,189456.0,213798.0,213798.0,213798.0,213798.0,192123.0,213798.0,213798.0,,,61.0,41.0,56.0,54.0,54.0,61.0
8,18,84,14,2.0,14,72,74,72,72,524552.0,1939,1,7.0,5500000.0,50000000.0,26.73,24.4,189456.0,198143.0,224081.0,198143.0,198143.0,198143.0,206006.0,206006.0,,,51.0,43.0,52.0,39.0,43.0,44.0
8,19,68,14,2.0,14,73,73,73,74,524552.0,1939,1,7.0,10500000.0,65000000.0,26.45,24.13,189456.0,179591.0,179591.0,179591.0,179591.0,179591.0,179591.0,179591.0,5.0,5.0,52.0,44.0,52.0,41.0,44.0,44.0
8,20,61,14,2.0,14,73,73,74,73,524552.0,1939,1,9.0,17000000.0,80000000.0,26.91,24.2,189456.0,179591.0,200443.0,179591.0,179591.0,206534.0,224081.0,232080.0,6.0,6.0,,,,,,
8,21,64,13,1.0,14,76,78,77,75,524552.0,1939,1,9.0,16500000.0,100000000.0,27.73,24.18,189456.0,233419.0,224081.0,224081.0,233419.0,206534.0,224081.0,233419.0,6.0,6.0,,,,,,
8,22,64,13,1.0,14,77,78,78,76,524552.0,1939,2,5.0,32500000.0,411500000.0,26.82,23.0,189456.0,233419.0,233419.0,233419.0,233419.0,233419.0,233419.0,233419.0,60.0,60.0,,,,,,
8,23,9,13,1.0,14,76,78,76,76,524552.0,1939,2,3.0,,763100000.0,24.91,24.41,236532.0,232080.0,232080.0,232080.0,232080.0,232080.0,232080.0,232080.0,51.0,61.0,,,,,,
9,15,59,13,1.0,14,80,82,80,79,455353.0,7,18,17.0,40000000.0,,26.64,24.29,183711.0,189242.0,183711.0,189242.0,189242.0,186200.0,189242.0,189242.0,,,71.0,60.0,45.0,34.0,34.0,54.0
9,16,58,13,1.0,14,80,82,80,79,455353.0,7,18,18.0,55000000.0,,25.91,23.67,201999.0,189242.0,189242.0,189242.0,189242.0,189242.0,189242.0,189242.0,,,66.0,52.0,45.0,34.0,34.0,46.0
9,17,91,13,1.0,14,81,83,81,81,455353.0,11,8,9.0,71800000.0,1900000000.0,25.91,24.09,183711.0,189242.0,183711.0,189242.0,189242.0,189242.0,189242.0,189242.0,,,66.0,52.0,41.0,34.0,34.0,46.0
9,18,84,13,1.0,14,82,85,82,80,455353.0,11,7,9.0,76000000.0,-2147483648.0,25.82,24.24,183711.0,189242.0,183711.0,189242.0,189242.0,209331.0,189242.0,209331.0,,,49.0,76.0,53.0,50.0,56.0,45.0
9,19,68,13,1.0,14,83,89,83,82,455353.0,11,8,9.0,90000000.0,-2147483648.0,25.91,24.73,203376.0,231281.0,231281.0,231281.0,231281.0,209331.0,231281.0,231281.0,5.0,7.0,51.0,78.0,50.0,65.0,58.0,62.0
9,20,61,13,1.0,14,85,87,83,85,455353.0,11,10,9.0,103000000.0,2100000000.0,26.36,24.67,183711.0,231281.0,231281.0,231281.0,231281.0,209331.0,231281.0,231281.0,6.0,7.0,,,,,,
9,21,64,13,1.0,14,85,89,84,86,455353.0,11,10,9.0,90000000.0,-2147483648.0,27.82,25.0,183711.0,231281.0,231281.0,231281.0,231281.0,209331.0,216267.0,231281.0,6.0,7.0,,,,,,
9,22,64,13,1.0,14,85,87,84,85,455353.0,11,9,9.0,95000000.0,-2147483648.0,28.18,25.73,183711.0,231281.0,231281.0,231281.0,231281.0,209331.0,216267.0,231281.0,60.0,70.0,,,,,,
9,23,9,13,1.0,14,85,84,84,87,455353.0,11,9,9.0,,-2147483648.0,28.09,25.67,203376.0,231281.0,231281.0,231281.0,231281.0,209331.0,216267.0,231281.0,61.0,71.0,,,,,,
10,15,59,13,1.0,14,82,85,83,81,455361.0,11,19,18.0,80000000.0,,29.36,26.23,150724.0,185103.0,185103.0,185103.0,185103.0,181820.0,168542.0,168542.0,,,59.0,35.0,35.0,38.0,49.0,62.0
10,16,58,13,1.0,14,83,88,84,82,455361.0,11,19,19.0,100000000.0,,28.91,25.33,150724.0,192985.0,192985.0,192985.0,192985.0,192985.0,192985.0,192985.0,,,59.0,35.0,34.0,38.0,36.0,24.0
10,17,91,13,1.0,14,83,86,85,82,455361.0,11,9,10.0,117900000.0,-2147483648.0,29.09,25.67,168542.0,192985.0,192985.0,192985.0,192985.0,153079.0,192985.0,192985.0,,,61.0,35.0,32.0,38.0,36.0,24.0
10,18,84,13,1.0,14,84,85,87,83,455361.0,11,9,10.0,150000000.0,-2147483648.0,27.09,24.0,168542.0,192985.0,192985.0,192985.0,192985.0,153079.0,222492.0,192985.0,,,30.0,50.0,28.0,37.0,36.0,33.0
10,19,68,13,1.0,14,85,86,88,83,455361.0,11,9,10.0,170000000.0,-2147483648.0,27.64,24.55,168542.0,192985.0,192985.0,192985.0,192985.0,153079.0,168542.0,192985.0,7.0,6.0,30.0,52.0,30.0,37.0,48.0,58.0
10,20,61,13,1.0,14,86,87,87,84,455361.0,11,9,10.0,176000000.0,-2147483648.0,27.64,24.33,168542.0,192985.0,192985.0,192985.0,192985.0,153079.0,168542.0,192985.0,7.0,8.0,,,,,,
10,21,64,13,1.0,14,85,86,86,84,455361.0,11,9,10.0,176000000.0,-2147483648.0,27.82,24.97,192985.0,192985.0,192985.0,192985.0,192985.0,192985.0,202652.0,192985.0,7.0,8.0,,,,,,
10,22,64,13,1.0,14,85,85,87,86,455361.0,11,10,10.0,176000000.0,-2147483648.0,27.0,25.09,239818.0,192985.0,192985.0,192985.0,192985.0,192985.0,237692.0,237692.0,70.0,80.0,,,,,,
10,23,9,13,1.0,14,86,86,86,86,455361.0,11,10,10.0,,-2147483648.0,27.18,25.88,239818.0,192985.0,192985.0,192985.0,192985.0,192985.0,192985.0,237692.0,71.0,81.0,,,,,,
11,15,59,13,1.0,14,81,88,81,77,456113.0,10,20,20.0,39000000.0,,26.82,24.61,54050.0,183898.0,183898.0,183898.0,183898.0,178088.0,183898.0,183898.0,,,43.0,42.0,54.0,49.0,72.0,56.0
11,16,58,13,1.0,14,81,86,82,80,456113.0,10,20,20.0,80000000.0,,25.73,24.64,189881.0,202556.0,190815.0,202556.0,202556.0,191740.0,207494.0,190815.0,,,38.0,42.0,44.0,49.0,44.0,40.0
11,17,91,13,1.0,14,83,90,84,82,456113.0,9,10,10.0,120000000.0,-2147483648.0,26.64,24.72,189881.0,190815.0,195864.0,190815.0,190815.0,231677.0,192883.0,192883.0,,,60.0,53.0,46.0,55.0,55.0,56.0
11,18,84,13,1.0,14,84,87,84,81,456113.0,9,10,10.0,169200000.0,-2147483648.0,27.0,24.64,167905.0,231677.0,195864.0,195864.0,231677.0,192505.0,190815.0,192883.0,,,50.0,52.0,49.0,36.0,62.0,31.0
11,19,68,13,1.0,14,83,85,84,81,456113.0,9,10,10.0,175000000.0,-2147483648.0,27.55,25.0,167905.0,231677.0,231677.0,231677.0,231677.0,195864.0,184941.0,184941.0,4.0,5.0,53.0,80.0,51.0,69.0,80.0,48.0
11,20,61,13,1.0,14,82,83,81,81,456113.0,9,7,8.0,177000000.0,-2147483648.0,24.45,24.82,203263.0,231677.0,231677.0,231677.0,231677.0,231677.0,212198.0,209297.0,5.0,7.0,,,,,,
11,21,64,13,1.0,14,82,84,82,82,456113.0,9,7,8.0,177000000.0,-2147483648.0,25.73,25.21,203263.0,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,5.0,7.0,,,,,,
11,22,64,13,1.0,14,84,88,84,84,456113.0,9,8,9.0,175000000.0,-2147483648.0,26.73,25.85,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,212462.0,40.0,60.0,,,,,,
11,23,9,13,1.0,14,82,85,84,81,456113.0,9,8,8.0,,-2147483648.0,27.09,25.18,212198.0,190460.0,212198.0,190460.0,190460.0,212198.0,212198.0,238041.0,41.0,51.0,,,,,,
12,15,59,14,2.0,14,70,72,69,71,37664674.0,13,10,11.0,3500000.0,,27.0,24.63,163625.0,193910.0,200408.0,193910.0,193910.0,206534.0,193910.0,193910.0,,,60.0,32.0,56.0,49.0,56.0,72.0
12,16,58,14,2.0,14,72,74,73,72,37664674.0,13,10,11.0,8000000.0,,28.36,25.67,188168.0,201508.0,194334.0,201508.0,201508.0,184624.0,186385.0,201508.0,,,50.0,32.0,53.0,43.0,67.0,37.0
12,17,91,13,1.0,14,76,80,75,75,37664674.0,13,2,1.0,28300000.0,600000000.0,28.36,26.15,200408.0,201508.0,193910.0,201508.0,201508.0,146439.0,201508.0,201508.0,,,50.0,35.0,61.0,38.0,67.0,37.0
12,18,84,14,2.0,14,73,74,73,72,37664674.0,13,2,1.0,18000000.0,250000000.0,27.36,25.13,200408.0,193290.0,186385.0,193290.0,186385.0,203304.0,186385.0,186385.0,,,66.0,77.0,70.0,73.0,57.0,73.0
12,19,68,14,2.0,14,72,73,73,73,37664674.0,13,1,10.0,23200000.0,200000000.0,28.64,25.83,188168.0,238839.0,200765.0,238839.0,238839.0,220862.0,238839.0,204412.0,3.0,3.0,71.0,77.0,73.0,79.0,70.0,73.0
12,20,61,14,2.0,14,70,70,71,71,37664674.0,13,1,8.0,15000000.0,160000000.0,27.91,23.73,194334.0,238839.0,227675.0,238839.0,238839.0,213697.0,238839.0,238839.0,4.0,3.0,,,,,,
12,21,64,14,2.0,14,71,73,71,71,37664674.0,13,1,4.0,8800000.0,70000000.0,26.64,24.2,213697.0,237477.0,237477.0,213697.0,237477.0,213697.0,238839.0,237477.0,5.0,3.0,,,,,,
12,22,64,14,2.0,14,70,75,70,70,37664674.0,13,1,5.0,7700000.0,65000000.0,27.18,25.77,183422.0,213697.0,213697.0,213697.0,213697.0,213697.0,213697.0,213697.0,60.0,50.0,,,,,,
12,23,9,14,2.0,14,71,71,71,72,37664674.0,13,1,7.0,,67000000.0,26.09,24.8,183422.0,233487.0,213798.0,243608.0,233487.0,264337.0,243608.0,243608.0,61.0,41.0,,,,,,
13,15,59,13,1.0,14,76,77,76,75,523911.0,106,16,15.0,17000000.0,,26.55,24.42,183394.0,193942.0,193942.0,193942.0,193942.0,215590.0,215590.0,193942.0,,,58.0,45.0,49.0,47.0,54.0,46.0
13,16,58,13,1.0,14,77,78,78,76,523911.0,106,16,16.0,35000000.0,,26.0,24.48,189165.0,194932.0,193942.0,194932.0,194932.0,215716.0,215590.0,194932.0,,,58.0,45.0,56.0,47.0,54.0,46.0
13,17,91,14,2.0,14,76,75,75,74,523911.0,106,3,10.0,28000000.0,400000000.0,25.82,24.77,203487.0,205670.0,193942.0,205670.0,205670.0,186395.0,193942.0,193942.0,,,58.0,61.0,56.0,51.0,54.0,49.0
13,18,84,13,1.0,14,75,76,75,76,523911.0,106,3,10.0,34100000.0,615000000.0,25.55,25.0,203487.0,186395.0,189165.0,189165.0,186395.0,186395.0,215639.0,215639.0,,,53.0,60.0,49.0,56.0,60.0,41.0
13,19,68,13,1.0,14,77,78,77,76,523911.0,106,3,5.0,40000000.0,1200000000.0,26.73,25.12,203487.0,186395.0,189165.0,189165.0,186395.0,189250.0,186395.0,186395.0,5.0,5.0,51.0,33.0,49.0,55.0,33.0,31.0
13,20,61,13,1.0,14,77,79,78,77,523911.0,106,3,4.0,25500000.0,462000000.0,26.64,25.97,203487.0,237161.0,237161.0,237161.0,237161.0,223334.0,237161.0,237161.0,4.0,5.0,,,,,,
13,21,64,13,1.0,14,77,79,77,76,523911.0,106,3,4.0,30000000.0,505000000.0,27.55,25.97,203487.0,237161.0,237161.0,237161.0,237161.0,205670.0,237161.0,237161.0,4.0,3.0,,,,,,
13,22,64,13,1.0,14,77,79,77,77,523911.0,106,3,4.0,30000000.0,505000000.0,27.82,26.3,203487.0,189165.0,189165.0,189165.0,189165.0,216388.0,207807.0,207807.0,50.0,50.0,,,,,,
13,23,9,13,1.0,14,79,79,78,79,523911.0,106,3,5.0,,455000000.0,27.0,26.64,186345.0,186345.0,186345.0,186345.0,186345.0,196978.0,186345.0,186345.0,51.0,61.0,,,,,,
14,15,59,14,2.0,14,69,70,70,69,37250724.0,91,9,11.0,4500000.0,,26.45,25.82,186116.0,210985.0,210985.0,210985.0,210985.0,203304.0,210985.0,210985.0,,,69.0,37.0,66.0,57.0,73.0,48.0
14,16,58,14,2.0,14,71,74,71,72,37250724.0,91,10,11.0,9000000.0,,27.64,25.73,186116.0,211209.0,210985.0,211209.0,211209.0,189303.0,210985.0,210985.0,,,69.0,37.0,69.0,57.0,66.0,60.0
14,17,91,14,2.0,14,72,73,73,70,37250724.0,91,1,8.0,4000000.0,30000000.0,26.73,25.47,186116.0,210985.0,210985.0,210985.0,210985.0,203304.0,210985.0,210985.0,,,69.0,65.0,69.0,57.0,53.0,60.0
14,18,84,14,2.0,14,71,72,71,70,37250724.0,91,1,7.0,3800000.0,32000000.0,25.91,25.73,171831.0,210985.0,227174.0,210985.0,210985.0,233795.0,227174.0,227174.0,,,38.0,52.0,36.0,33.0,53.0,53.0
14,19,68,14,2.0,14,72,75,72,71,37250724.0,91,1,8.0,20800000.0,80000000.0,27.09,27.13,210985.0,231391.0,221587.0,231391.0,231391.0,205295.0,231391.0,221587.0,5.0,5.0,72.0,75.0,72.0,69.0,75.0,75.0
14,20,61,14,2.0,14,72,73,73,72,37250724.0,91,1,6.0,13000000.0,70000000.0,27.91,27.13,160292.0,221587.0,221587.0,221587.0,221587.0,172960.0,227174.0,221587.0,5.0,5.0,,,,,,
14,21,64,14,2.0,14,72,73,72,72,37250724.0,91,1,8.0,16500000.0,78000000.0,27.09,27.3,230708.0,243657.0,243657.0,243657.0,243657.0,190311.0,243657.0,243657.0,5.0,5.0,,,,,,
14,22,64,14,2.0,14,71,71,72,71,37250724.0,91,1,6.0,14600000.0,65000000.0,26.18,25.4,230708.0,221587.0,221587.0,221587.0,221587.0,251421.0,221587.0,221587.0,60.0,50.0,,,,,,
14,23,9,13,1.0,14,76,76,76,75,37250724.0,91,1,1.0,,90000000.0,26.27,25.91,235642.0,251421.0,236015.0,251421.0,251421.0,251421.0,251421.0,251421.0,61.0,51.0,,,,,,
